"CUSTOMER_SK","products_bought","uniq_products_bought","total_spending","visit_no","average_spending"
"38975879","573","293","1598.47990","54","29.60"
"60412658","507","242","1597.87971","49","32.61"
"23792066","637","274","1596.65987","33","48.38"
"39355141","413","211","1594.65976","35","45.56"
"31682231","481","239","1594.32993","26","61.32"
"59608231","469","237","1593.69972","70","22.77"
"53388441","529","275","1592.90996","20","79.65"
"58441451","437","247","1590.82976","21","75.75"
"21436695","414","279","1590.45971","23","69.15"
"60675071","529","255","1589.86987","39","40.77"
"59026983","583","269","1587.19984","82","19.36"
"59599910","464","286","1586.80986","59","26.90"
"22114221","446","242","1586.12972","34","46.65"
"22386928","476","276","1585.31983","36","44.04"
"21619819","585","311","1584.84991","38","41.71"
"21454149","391","199","1584.29971","46","34.44"
"59088980","481","232","1581.07971","96","16.47"
"21389700","512","305","1580.09986","30","52.67"
"20794099","526","239","1579.12983","60","26.32"
"37054837","543","246","1578.98999","16","98.69"
"40131507","397","168","1577.61982","8","197.20"
"23617181","442","179","1577.28977","19","83.02"
"25954236","438","186","1575.07985","19","82.90"
"61771396","547","258","1573.81976","48","32.79"
"58907705","599","199","1572.66976","42","37.44"
"39454404","436","256","1571.37986","49","32.07"
"39943819","401","187","1570.84985","14","112.20"
"62472245","493","235","1570.20987","40","39.26"
"27958910","593","160","1569.57993","63","24.91"
"40171874","381","225","1568.73976","32","49.02"
"21233363","472","298","1568.68989","32","49.02"
"61039843","476","275","1565.52983","38","41.20"
"58989233","535","268","1562.61988","51","30.64"
"58470154","431","158","1561.76981","28","55.78"
"61152879","482","226","1560.63970","67","23.29"
"61766591","515","225","1559.99987","77","20.26"
"59971310","532","244","1558.59995","18","86.59"
"37351319","437","242","1556.75981","64","24.32"
"21157851","407","213","1556.64968","16","97.29"
"59499673","440","302","1554.56986","21","74.03"
"58433544","389","223","1554.13973","30","51.80"
"22300456","600","147","1553.60958","42","36.99"
"23740691","496","238","1551.71991","21","73.89"
"21591648","384","207","1551.55976","33","47.02"
"61900823","396","205","1551.45966","30","51.72"
"59428151","467","172","1549.83987","72","21.53"
"62368000","432","177","1549.02973","44","35.21"
"59501317","354","145","1547.79955","17","91.05"
"64738530","426","196","1545.54985","54","28.62"
"39655640","505","255","1545.32991","47","32.88"
"62705967","472","251","1543.74988","25","61.75"
"23325520","615","414","1542.12989","51","30.24"
"21629635","423","169","1539.74971","21","73.32"
"22301303","555","162","1539.00979","28","54.96"
"22117533","519","253","1538.01980","196","7.85"
"59609425","533","185","1535.73999","38","40.41"
"36876754","389","202","1535.60962","15","102.37"
"53242007","475","280","1535.32981","25","61.41"
"58883904","454","197","1535.16990","125","12.28"
"59578262","473","242","1533.71985","20","76.69"
"61814485","536","351","1533.65978","116","13.22"
"51676274","351","210","1532.76982","19","80.67"
"59081023","436","242","1532.44983","18","85.14"
"20872162","395","236","1530.87961","27","56.70"
"66145523","469","286","1529.90987","24","63.75"
"22305510","674","283","1528.84997","52","29.40"
"35110054","456","178","1528.04971","74","20.65"
"22437962","490","262","1527.01982","29","52.66"
"23644288","373","194","1526.49968","17","89.79"
"21634517","503","332","1525.67995","14","108.98"
"22848973","509","230","1524.81965","33","46.21"
"34462715","414","220","1524.70972","24","63.53"
"37363943","564","226","1523.60991","81","18.81"
"39357794","400","211","1523.20986","21","72.53"
"37146688","399","263","1521.77977","22","69.17"
"60625676","590","214","1521.71991","73","20.85"
"37048073","521","257","1521.52990","58","26.23"
"53543082","469","174","1520.95991","62","24.53"
"58323501","353","195","1520.37980","45","33.79"
"29939439","419","264","1520.09981","24","63.34"
"59583072","695","295","1520.05995","140","10.86"
"64016105","456","234","1519.88987","52","29.23"
"40170289","513","297","1519.53987","54","28.14"
"36799049","347","206","1518.59982","36","42.18"
"60693794","371","98","1518.46963","17","89.32"
"58652978","443","298","1517.41978","27","56.20"
"61051451","372","110","1516.64988","66","22.98"
"58792496","566","346","1516.25986","40","37.91"
"37465404","428","150","1515.59957","47","32.25"
"60194995","415","306","1515.38983","35","43.30"
"39649112","475","211","1514.97994","17","89.12"
"58889706","399","208","1514.60962","20","75.73"
"59427895","555","176","1513.30999","53","28.55"
"59427751","521","206","1513.17984","89","17.00"
"40167736","404","184","1512.45975","26","58.17"
"39557811","379","197","1511.85963","28","53.99"
"58657951","525","261","1511.42989","82","18.43"
"59427712","590","279","1511.03994","246","6.14"
"37727303","475","285","1510.24994","19","79.49"
"22762599","429","206","1508.35980","26","58.01"
"33415240","415","276","1507.89980","26","58.00"
"60553788","480","213","1507.74983","16","94.23"
"59506824","495","173","1507.40964","54","27.91"
"21173357","465","240","1506.98977","64","23.55"
"52639074","351","154","1505.80950","17","88.58"
"36794922","528","202","1505.47989","38","39.62"
"51929097","384","215","1505.20986","17","88.54"
"63648191","441","247","1504.59979","26","57.87"
"60636849","493","276","1502.78985","33","45.54"
"61151213","436","133","1502.15969","41","36.64"
"46670865","495","298","1501.36993","25","60.05"
"64971794","619","355","1499.40997","47","31.90"
"61351776","441","263","1498.84991","48","31.23"
"61188805","554","299","1496.78985","98","15.27"
"59581595","672","250","1495.27998","56","26.70"
"59564458","367","237","1494.78985","24","62.28"
"58890202","543","226","1494.55983","77","19.41"
"59017019","490","254","1494.05982","49","30.49"
"21325967","519","285","1494.01980","60","24.90"
"39529839","560","206","1493.49977","42","35.56"
"21156904","499","209","1493.00996","40","37.33"
"40044841","389","241","1492.40985","28","53.30"
"20784526","393","194","1492.05980","25","59.68"
"59538248","377","246","1491.40987","12","124.28"
"63842902","409","148","1490.01969","23","64.78"
"37049794","360","196","1489.69955","13","114.59"
"58253810","467","205","1488.05977","26","57.23"
"22842722","444","256","1487.26995","30","49.58"
"37468790","377","201","1486.99981","29","51.28"
"59044970","487","317","1485.64981","37","40.15"
"20821419","497","252","1485.23003","57","26.06"
"36376264","465","191","1484.20961","40","37.11"
"40175568","392","251","1483.38975","49","30.27"
"51910357","490","233","1483.37993","43","34.50"
"53316841","467","261","1483.01989","55","26.96"
"23673082","368","103","1482.42991","25","59.30"
"65763755","490","298","1480.97988","66","22.44"
"59608220","368","144","1480.90977","93","15.92"
"60533913","437","170","1480.72980","22","67.31"
"37141162","524","262","1480.46981","52","28.47"
"60637075","583","201","1479.94994","105","14.09"
"38884632","411","238","1478.71979","22","67.21"
"52548469","389","165","1478.66984","52","28.44"
"59035793","386","183","1477.98977","36","41.06"
"29341897","493","213","1476.41987","51","28.95"
"61827378","402","213","1474.10977","12","122.84"
"21602710","409","181","1473.40969","17","86.67"
"22643595","381","205","1472.84974","45","32.73"
"22610271","441","116","1472.55985","57","25.83"
"62538399","398","199","1472.39967","45","32.72"
"40182351","380","257","1471.70985","15","98.11"
"23318352","393","173","1470.30979","24","61.26"
"60739851","417","155","1470.22989","61","24.10"
"51920735","396","224","1469.67981","53","27.73"
"60920848","384","201","1468.41979","36","40.79"
"39423469","334","182","1467.98963","25","58.72"
"64611677","438","324","1467.55990","63","23.29"
"26034751","480","292","1465.83995","38","38.57"
"53553936","443","202","1465.60984","38","38.57"
"22302612","425","178","1464.28995","14","104.59"
"58786783","529","316","1461.96989","79","18.51"
"34940104","504","301","1461.52992","33","44.29"
"59618323","444","231","1461.11985","21","69.58"
"20847879","417","204","1460.26978","11","132.75"
"58643607","404","142","1459.58989","18","81.09"
"34376317","459","202","1458.31986","27","54.01"
"39731355","518","203","1458.22992","104","14.02"
"51927741","362","250","1457.45981","35","41.64"
"61910078","409","191","1457.06991","49","29.74"
"22283801","384","222","1457.01974","19","76.69"
"22172749","468","262","1457.00994","22","66.23"
"21152997","382","211","1455.91976","16","90.99"
"21158986","468","210","1455.90979","62","23.48"
"64699617","384","168","1455.83963","30","48.53"
"39916096","461","232","1455.43973","80","18.19"
"63889194","384","193","1454.84972","6","242.47"
"59577659","501","166","1454.16955","19","76.54"
"58907353","476","217","1453.79986","21","69.23"
"20808033","373","205","1453.39965","35","41.53"
"20789487","435","232","1453.38979","38","38.25"
"39456646","456","229","1453.28976","34","42.74"
"40122702","412","230","1452.85987","21","69.18"
"21459047","366","228","1452.15979","29","50.07"
"20691957","491","142","1451.84973","30","48.39"
"37054827","470","221","1451.49995","70","20.74"
"53473575","422","210","1450.63966","20","72.53"
"58896150","362","125","1450.22975","26","55.78"
"64611939","362","207","1447.54991","10","144.75"
"40118638","470","253","1444.66985","17","84.98"
"53782952","575","216","1444.17976","13","111.09"
"36041019","387","176","1443.23972","51","28.30"
"51688908","390","148","1443.06962","29","49.76"
"58645616","447","217","1442.88990","14","103.06"
"50224363","525","278","1442.53989","80","18.03"
"60913306","453","114","1440.89968","34","42.38"
"37465709","346","216","1440.83967","35","41.17"
"20745662","437","222","1439.63963","47","30.63"
"51344878","611","280","1439.25995","246","5.85"
"37073057","413","170","1439.22996","61","23.59"
"64621590","435","173","1437.83966","32","44.93"
"59803565","586","116","1437.36914","19","75.65"
"58640449","380","222","1437.07979","17","84.53"
"59654978","434","247","1436.75979","41","35.04"
"40237193","445","264","1435.70992","28","51.28"
"22114409","328","95","1434.65969","14","102.48"
"58989046","559","205","1434.30970","58","24.73"
"22205330","473","158","1431.16975","79","18.12"
"61768114","489","270","1431.11990","35","40.89"
"23785580","526","233","1430.99000","69","20.74"
"58892130","354","153","1430.71977","43","33.27"
"65216085","545","193","1430.67994","28","51.10"
"61054986","435","280","1429.55999","39","36.66"
"21287812","314","158","1428.85978","21","68.04"
"39755604","348","213","1428.45966","22","64.93"
"22282671","370","227","1428.36987","29","49.25"
"33415888","540","218","1428.27966","42","34.01"
"58872891","393","217","1427.64973","22","64.89"
"58779565","499","150","1427.48990","21","67.98"
"51918167","379","163","1427.17961","18","79.29"
"26241848","358","144","1426.99986","16","89.19"
"40048475","426","253","1425.91981","27","52.81"
"22268511","418","175","1424.89978","34","41.91"
"59025961","432","144","1424.43981","23","61.93"
"61520360","372","199","1424.04992","18","79.11"
"22189491","356","212","1423.25972","26","54.74"
"20784435","339","211","1422.36972","11","129.31"
"62331451","424","182","1420.30971","42","33.82"
"34384213","391","133","1419.64993","52","27.30"
"64011176","420","239","1419.09989","29","48.93"
"60919676","346","187","1417.81975","17","83.40"
"59428154","778","202","1415.11999","131","10.80"
"64602427","403","232","1414.66988","91","15.55"
"21200702","441","217","1414.22972","35","40.41"
"58369408","452","246","1414.00994","21","67.33"
"60670133","468","219","1413.36999","54","26.17"
"39832780","289","162","1412.91972","38","37.18"
"60404185","426","261","1412.84993","78","18.11"
"59431336","547","250","1412.61981","121","11.67"
"36177706","456","217","1412.21982","41","34.44"
"62366514","377","193","1411.17985","40","35.28"
"62445133","496","265","1410.32995","112","12.59"
"58327891","395","157","1409.94974","20","70.50"
"58316609","391","213","1407.20983","53","26.55"
"21156649","428","135","1406.38990","17","82.73"
"59427750","491","147","1406.20995","54","26.04"
"59983679","368","115","1405.97993","57","24.67"
"39845946","371","250","1405.56986","23","61.11"
"41535889","357","223","1404.96983","62","22.66"
"60538342","615","262","1404.49995","65","21.61"
"60554618","340","197","1401.32971","31","45.20"
"58414384","569","126","1401.16000","18","77.84"
"59577674","559","132","1400.69961","43","32.57"
"21630632","373","240","1398.81986","45","31.08"
"53633998","343","190","1397.80985","28","49.92"
"39349118","430","209","1397.20991","48","29.11"
"61059661","354","177","1396.40984","57","24.50"
"52626786","388","214","1395.46979","81","17.23"
"20798338","353","189","1395.33983","27","51.68"
"59577626","408","187","1394.58986","17","82.03"
"37163139","382","236","1394.39980","17","82.02"
"59980569","395","236","1393.90976","16","87.12"
"22114137","448","247","1393.71989","198","7.04"
"60287816","419","209","1393.33985","17","81.96"
"22251095","332","220","1392.37980","10","139.24"
"59608204","416","266","1392.08988","103","13.52"
"23654220","465","239","1391.97988","78","17.85"
"61480367","538","138","1391.60000","143","9.73"
"60913112","574","198","1390.55980","37","37.58"
"59707651","409","139","1390.44977","63","22.07"
"58243703","418","221","1389.33990","27","51.46"
"58342336","415","202","1388.67986","37","37.53"
"38989214","416","198","1387.78989","43","32.27"
"36038367","357","178","1386.65984","39","35.56"
"64015975","431","254","1386.57990","44","31.51"
"21602722","326","142","1386.26973","32","43.32"
"26128243","606","306","1385.66991","98","14.14"
"22114191","469","181","1385.57984","72","19.24"
"21153229","401","216","1385.56990","23","60.24"
"28891485","409","225","1384.72992","44","31.47"
"61105967","403","135","1384.25981","30","46.14"
"62348261","395","218","1384.02980","24","57.67"
"59012628","376","176","1383.72969","17","81.40"
"59982058","385","152","1383.35972","34","40.69"
